x1;x2;x3;x4
-1.70717045362995;-2.29499672774291;-9.06615352207958;-1.76014698827557
1.07794537854621;-0.901741600549119;-9.00755471389537;-0.34145523411418
2.82767568403804;-0.847688409054122;-8.81985749914874;0.247805667761749
3.0258133222096;-0.602961077684681;8.94061532587883;-1.67455039053314
0.839474461704071;-1.64978204278849;13.3047013974563;0.474004802748682
-1.04747978681998;-2.75656849797901;-0.413482741205301;0.775352347050394
-1.54711350419689;-2.97781734534468;-10.087816732966;-2.18920259541063
0.980761959337204;-1.37620596681509;-3.11510772470192;0.470180611870411
0.386625682956234;-1.18955305214309;5.65742042809578;-0.242485157723383
-0.187743290508546;-1.382897876319;5.89199009329984;0.947906568877085
0.973538599771747;-0.0534765966081313;-5.70543560255607;1.19893415986227
1.92185083331307;-0.867774074779578;-4.63938506166474;-1.1762106306685
2.77564454160574;-0.792873737081484;-3.71963906980016;-1.02565678568932
0.171237026962376;1.01990447341887;4.30812583815309;-0.0345301585669823
-0.161007401138177;0.720800788767487;0.191712724691868;0.935316202388556
-0.0563736930174229;0.00521790404349837;3.41116840283734;0.0676493255389336
-1.47253409911476;-0.406189903087044;1.1805842755649;1.3804079750669
-0.538633768094585;0.726545932874465;2.56359275888431;-0.307456064467486
2.21324332459047;-0.359461116251407;-1.7827363044516;1.31745915924165
0.287401649131966;-2.59052255696025;5.52857174068582;-0.476757639142278
-1.03157295304563;-1.81721932538956;1.4638314512388;-1.91160750305427
-2.57893400181493;-2.55622408075506;5.47006721868978;1.17155127512601
-0.536882493452786;-1.37040491909417;-0.749109857250974;0.395021561910615
0.654084153218464;-1.72679079613901;8.20557171404651;0.695203815910584
1.7329233906016;-1.98628727839413;6.28048490442596;-0.00134997902549214
2.75422180972838;-0.911369390202008;4.81947981174899;-0.469002319016881
-0.237703855420005;-0.461559563329427;-4.1999805800203;1.17055985419115
-3.61416392269598;-0.901582408530818;-3.78109593163921;0.733117249307737
-3.17813197896948;0.801724045764355;-3.76397216383517;0.666822083945261
-0.206383293845721;-0.187923915122204;-3.77133302103678;-0.51373255697146
